positionName,salary,workYear,city,companyShortName,companySize,district,financeStage,industryField,thirdType,resumeProcessDay,resumeProcessRate
数据分析师,10k-20k,1-3年,深圳,百融云创,500-2000人,南山区,C轮,金融,风控,1,91
数据分析师,15k-25k,3-5年,深圳,领会科技,50-150人,南山区,不需要融资,金融,数据分析,0,0
数据分析产品经理,10k-15k,3-5年,深圳,华策,50-150人,福田区,未融资,移动互联网,产品经理,0,0
电商数据分析师,10k-20k,3-5年,深圳,一加手机,500-2000人,福田区,未融资,硬件,数据分析,1,100
（急招）数据分析师,8k-12k,1-3年,深圳,深圳市君仁科技发展有限公司,50-150人,南山区,未融资,移动互联网,数据分析,0,0
数据分析高级工程师,40k-70k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,1,35
商业数据分析师,50k-80k,3-5年,深圳,vivo,2000人以上,宝安区,未融资,硬件,数据分析,1,30
数据分析师,8k-15k,不限,深圳,环球易购,2000人以上,南山区,上市公司,电商,数据分析,3,100
数据分析师,10k-20k,1-3年,深圳,深圳市沃客非凡科技有限公司,50-150人,福田区,B轮,"电商,移动互联网",数据分析,0,0
商业数据分析师,10k-15k,3-5年,深圳,前海亚农,50-150人,南山区,不需要融资,"移动互联网,电商",数据分析,1,0
游戏数据分析师,10k-20k,3-5年,深圳,网石游戏,2000人以上,南山区,不需要融资,游戏,数据运营,0,0
数据分析中级经理,20k-35k,1-3年,深圳,招商证券信息技术中心,2000人以上,南山区,上市公司,"企业服务,其他",数据分析,1,7
高级数据分析师,18k-30k,5-10年,深圳,京东集团,2000人以上,宝安区,上市公司,电商,数据分析,2,79
售前数据分析师,10k-20k,1-3年,深圳,极光,500-2000人,南山区,上市公司,企业服务,数据分析,2,100
游戏数据分析师,15k-30k,3-5年,深圳,字节跳动,2000人以上,南山区,C轮,文娱丨内容,其他运营,0,0
数据分析主管,15k-20k,3-5年,深圳,魅动力,150-500人,南山区,C轮,移动互联网,数据分析,1,31
数据分析实习生,1k-2k,不限,深圳,九章天璇,少于15人,福田区,未融资,"金融,数据服务",数据分析,0,0
征信数据分析师,8k-15k,不限,深圳,美利金融,2000人以上,南山区,B轮,金融,数据分析,1,3
银行数据分析岗位,10k-20k,不限,深圳,长亮科技,2000人以上,南山区,上市公司,企业服务,数据分析,0,0
数据分析产品经理,10k-15k,3-5年,深圳,华策,50-150人,福田区,未融资,移动互联网,产品经理,0,0
高级数据分析工程师（线上讲师）,2k-3k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,1,100
商业数据分析师 (003969),50k-80k,3-5年,深圳,vivo,2000人以上,宝安区,未融资,硬件,数据分析,1,30
财务数据分析,10k-20k,3-5年,深圳,KLOOK 客路旅行,500-2000人,福田区,D轮及以上,旅游,财务,2,100
业务建模数据分析师,18k-30k,5-10年,深圳,阿卡索外教网,2000人以上,罗湖区,C轮,"教育,移动互联网",数据分析,0,0
数据分析师,12k-20k,3-5年,深圳,菲凡数据,15-50人,福田区,未融资,"电商,数据服务",数据分析,0,0
商业数据分析师,15k-25k,3-5年,深圳,超级猩猩健身,150-500人,南山区,D轮及以上,移动互联网,数据分析,1,100
大数据分析师,4k-7k,不限,深圳,恒实网络,50-150人,宝安区,未融资,移动互联网,数据分析,0,0
电商数据分析专员,8k-12k,1-3年,深圳,多项式科技(深圳)有限公司,50-150人,南山区,天使轮,"移动互联网,电商",商业数据分析,1,18
数据分析师,15k-30k,3-5年,深圳,Deep Lens Fund,少于15人,南山区,未融资,"金融,数据服务",数据分析,0,0
数据分析师,10k-16k,3-5年,深圳,BDS大数易,少于15人,福田区,天使轮,人工智能,数据分析,3,100
数据分析经理（金融产品端）,15k-30k,3-5年,深圳,小赢科技,500-2000人,南山区,上市公司,金融,数据分析,0,0
数据分析师,5k-9k,1-3年,深圳,叁亿广告,15-50人,南山区,不需要融资,"移动互联网,社交",其他市场|营销,0,0
实习岗-数据分析,4k-8k,不限,深圳,风变科技（深圳）有限公司,150-500人,南山区,A轮,"移动互联网,教育",数据分析,2,100
数据分析岗,10k-15k,不限,深圳,复融数据科技,50-150人,福田区,A轮,"金融,数据服务",数据分析,0,0
数据分析师,10k-18k,1-3年,深圳,盛达瑞,50-150人,南山区,不需要融资,移动互联网,数据分析,0,0
【国际业务部】高级数据分析工程师（深圳）,23k-46k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,5,8
电商数据分析师,25k-30k,不限,深圳,vivo,2000人以上,福田区,未融资,硬件,电商运营,0,0
数据分析师（实习生）,3k-5k,应届毕业生,深圳,BDS大数易,少于15人,福田区,天使轮,人工智能,数据分析,3,100
数据分析师,8k-15k,1-3年,深圳,油柑网,15-50人,福田区,未融资,电商,数据分析,0,0
数据分析师,6k-12k,3-5年,深圳,博函技术,15-50人,龙华新区,不需要融资,"移动互联网,企业服务",数据分析,0,0
数据分析,10k-20k,1-3年,深圳,小赢科技,500-2000人,南山区,上市公司,金融,数据分析,0,0
数据分析助理,4k-7k,1年以下,深圳,光速生长,少于15人,南山区,不需要融资,"电商,文娱丨内容",数据分析,0,0
数据分析实习生,2k-4k,应届毕业生,深圳,Gridsum 国双,500-2000人,福田区,上市公司,"数据服务,企业服务",数据分析,1,100
金融业务数据分析师,20k-40k,3-5年,深圳,OPPO,2000人以上,南山区,不需要融资,硬件,数据分析,1,0
数据分析实习生,4k-6k,应届毕业生,深圳,码隆科技,50-150人,盐田区,B轮,移动互联网,数据采集,1,100
互联网金融数据分析师,12k-20k,3-5年,深圳,中腾信,2000人以上,南山区,不需要融资,金融,分析师,0,0
数据分析实习生,4k-7k,不限,深圳,恒实网络,50-150人,宝安区,未融资,移动互联网,数据分析,0,0
数据分析实习生,3k-6k,不限,深圳,利讯金服,15-50人,南山区,A轮,金融,数据分析,0,0
高级数据分析师（数据治理方向）,20k-40k,5-10年,深圳,华润集团总部信息化团队,150-500人,南山区,不需要融资,移动互联网,数据分析,1,1
中级数据分析师（Tableau方向）,10k-15k,3-5年,深圳,优阅达,15-50人,龙岗区,不需要融资,"企业服务,数据服务",数据分析,0,0
用户增长数据分析经理,30k-60k,5-10年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,1,35
数据分析实习生,4k-6k,应届毕业生,深圳,深圳白骑士大数据有限公司,50-150人,南山区,A轮,"企业服务,金融",数据分析,1,55
高级数据分析师（用户体验设计）,17k-34k,3-5年,深圳,京东集团,2000人以上,宝安区,上市公司,电商,数据分析,2,79
大数据开发 （数据分析方向）,12k-20k,3-5年,深圳,万师傅,150-500人,宝安区,A轮,"电商,消费生活",数据分析,1,58
DSJ-高级大数据挖掘与分析工程师（数据分析）,30k-55k,5-10年,深圳,顺丰科技有限公司,2000人以上,南山区,不需要融资,物流丨运输,数据分析,1,6
风险管理数据分析师,8k-15k,1年以下,深圳,人人聚财,2000人以上,南山区,A轮,金融,数据分析,1,19
高级数据分析师,13k-25k,3-5年,深圳,顺丰速运,2000人以上,南山区,上市公司,物流丨运输,数据分析,0,0
风控数据分析师2845,20k-40k,3-5年,深圳,OPPO,2000人以上,南山区,不需要融资,硬件,数据分析,1,100
BI 数据分析师 - Data Analyst,8k-12k,不限,深圳,Shopee,2000人以上,南山区,上市公司,电商,BI,2,100
BI数据分析师,15k-20k,3-5年,深圳,鹏元征信有限公司,150-500人,福田区,不需要融资,"金融,数据服务",数据分析,2,100
初级数据分析师,4k-5k,1年以下,深圳,乐格信息,150-500人,福田区,A轮,"企业服务,数据服务",数据分析,0,0
爬虫/数据分析工程师实习生,3k-5k,应届毕业生,深圳,Gekko.ai,15-50人,宝安区,不需要融资,"数据服务,金融",数据采集,1,97
高级数据分析工程师,25k-45k,5-10年,深圳,和煦咨询,少于15人,南山区,未融资,企业服务,数据分析,0,0
BI数据分析师 / BA,15k-25k,5-10年,深圳,我来贷WeLab,500-2000人,南山区,B轮,金融,数据分析,0,0
高级数据分析师——消费金融风控,15k-30k,3-5年,深圳,AKULAKU,500-2000人,南山区,D轮及以上,"移动互联网,金融",风控,1,100
数据分析平台开发工程师（Python）,20k-40k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,其他后端开发,1,53
离线数据分析,15k-30k,3-5年,深圳,京东集团,2000人以上,宝安区,上市公司,电商,数据分析,2,79
BI 资深数据分析师,15k-25k,3-5年,深圳,Shopee,2000人以上,南山区,上市公司,电商,BI,2,100
数据分析运营经理,15k-28k,3-5年,深圳,招联金融,500-2000人,南山区,不需要融资,金融,数据运营,1,100
Python 数据分析,13k-25k,3-5年,深圳,海万科技,500-2000人,福田区,不需要融资,"移动互联网,金融",数据分析,1,100
德语基金数据分析员,6k-8k,不限,深圳,晨星Morningstar,500-2000人,福田区,上市公司,金融,其他金融职位,1,100
反欺诈数据分析师,9k-16k,1-3年,深圳,麦芒科技,50-150人,南山区,不需要融资,"移动互联网,金融",风控,1,6
金融数据分析师（互联网信贷）,15k-20k,3-5年,深圳,小赢科技,500-2000人,南山区,上市公司,金融,分析师,0,0
销售助理（数据分析）,7k-9k,1-3年,深圳,优乐学科技,150-500人,南山区,A轮,"移动互联网,教育",销售运营,1,5
贷前反欺诈数据分析师,10k-20k,1-3年,深圳,马上金融,2000人以上,福田区,不需要融资,"金融,移动互联网",风控,0,0
DSQ产品经理（数据分析）,15k-30k,3-5年,深圳,顺丰科技有限公司,2000人以上,南山区,不需要融资,物流丨运输,产品经理,1,8
Java高级数据分析工程师,15k-30k,3-5年,深圳,活动行,50-150人,福田区,A轮,移动互联网,Java,1,100
数据产品经理（偏数据分析）,8k-15k,1-3年,深圳,有伴科技,150-500人,南山区,C轮,"移动互联网,教育",数据产品经理,1,100
运营数据分析专家,30k-35k,5-10年,深圳,环球易购,2000人以上,南山区,上市公司,电商,数据分析,3,100
运营支持（数据分析）,6k-10k,1-3年,深圳,mobike摩拜单车,150-500人,福田区,D轮及以上,汽车丨出行,其他数据分析,7,0
广告数据分析经理,20k-40k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,1,100
XLS-产品运营经理(产品运营、数据分析),20k-30k,3-5年,深圳,微众银行,2000人以上,南山区,未融资,金融,数据分析,0,0
python数据分析,14k-25k,3-5年,深圳,华驰信息,50-150人,南山区,未融资,金融,数据分析,2,100
ZHB-中高级产品经理（数据分析方向）,20k-30k,3-5年,深圳,顺丰科技有限公司,2000人以上,南山区,不需要融资,物流丨运输,产品经理,1,8
高级数据产品经理（偏数据分析）,15k-25k,3-5年,深圳,有伴科技,150-500人,南山区,C轮,"移动互联网,教育",数据分析,1,100
大数据分析工程师,25k-50k,5-10年,深圳,万科,2000人以上,南山区,上市公司,房产家居,数据分析,0,2
用户数据分析专员,15k-25k,3-5年,深圳,顺丰-丰e足食,2000人以上,福田区,上市公司,"移动互联网,消费生活",数据分析,1,100
软件大数据分析工程师,20k-40k,1-3年,深圳,vivo,2000人以上,福田区,未融资,硬件,数据分析,1,100
人力资源数据分析产品经理,20k-25k,3-5年,深圳,华润集团总部信息化团队,150-500人,南山区,不需要融资,移动互联网,产品经理,1,1
高级战略规划经理（数据分析领域）,20k-40k,5-10年,深圳,OPPO,2000人以上,南山区,不需要融资,硬件,数据分析专家,1,100
大数据分析与挖掘工程师,17k-28k,3-5年,深圳,云天励飞,500-2000人,南山区,B轮,人工智能,数据挖掘,0,0
4721D6-智慧社区-高级大数据分析工程师,15k-25k,3-5年,深圳,平安智慧城,2000人以上,南山区,不需要融资,移动互联网,数据分析,0,0
惠运力运营专家（数据分析方向）-深圳(J190614002),8k-15k,3-5年,深圳,滴滴,2000人以上,南山区,不需要融资,汽车丨出行,其他运营,1,5
大数据分析挖掘工程师（KDC）,14k-28k,3-5年,深圳,金蝶,2000人以上,南山区,上市公司,企业服务,数据分析,5,3
产品设计师（数据分析方向）,10k-15k,1-3年,深圳,金蝶金融,50-150人,南山区,未融资,金融,数据分析,0,0
pcg01-qq后台高级数据分析工程师,30k-60k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,1,100
KKJ-互联网产品经理(数据分析产品设计方向),20k-30k,3-5年,深圳,微众银行,2000人以上,南山区,未融资,金融,数据产品经理,0,0
大数据分析与挖掘工程师,18k-30k,3-5年,深圳,顺丰-丰e足食,2000人以上,福田区,上市公司,"移动互联网,消费生活",数据挖掘,1,100
PCG01-QQ后台高级数据分析工程师,20k-40k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,1,100
腾讯音乐数据分析高级工程师,20k-40k,不限,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,0,0
SA-腾讯社交广告数据分析工程师（微信广告 深圳）,18k-36k,1-3年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,5,8
PCG10-信息流数据分析产品经理,15k-25k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,产品经理,1,100
信息流数据分析产品经理,15k-25k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,产品经理,1,100
企鹅号大数据分析开发（深圳）,18k-35k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,1,100
短视频大数据分析开发（深圳）,18k-35k,3-5年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据挖掘,1,100
PCG15-互动视频大数据分析高级工程师,18k-25k,1-3年,深圳,腾讯,2000人以上,南山区,上市公司,社交,数据分析,1,100
数据分析师助理&nbsp;,5k-8k,不限,深圳,一面数据,50-150人,南山区,A轮,"移动互联网,数据服务",数据分析,1,100
风控数据分析师,10k-20k,1-3年,深圳,深圳白骑士大数据有限公司,50-150人,南山区,A轮,"企业服务,金融",数据分析,1,55
广告数据分析师leader,35k-60k,5-10年,深圳,京东集团,2000人以上,宝安区,上市公司,电商,数据分析,2,79
广告数据分析师leader,25k-50k,5-10年,深圳,京东集团,2000人以上,宝安区,上市公司,电商,数据分析,2,79
增长经理/增长黑客（数据分析方向）,30k-50k,5-10年,深圳,极光,500-2000人,南山区,上市公司,企业服务,数据分析,2,100
SL产品运营经理（数据分析）,15k-30k,5-10年,深圳,顺丰科技有限公司,2000人以上,南山区,不需要融资,物流丨运输,数据分析,1,8
DSQ-大数据分析专家,50k-80k,5-10年,深圳,顺丰科技有限公司,2000人以上,南山区,不需要融资,物流丨运输,数据分析,1,8
DSQ-大数据分析资深工程师,30k-50k,5-10年,深圳,顺丰科技有限公司,2000人以上,南山区,不需要融资,物流丨运输,数据分析,1,8
DSQ-大数据分析工程师\专家,40k-80k,5-10年,深圳,顺丰科技有限公司,2000人以上,南山区,不需要融资,物流丨运输,大数据,1,8
大数据分析师,15k-20k,5-10年,成都,积微物联,500-2000人,高新区,不需要融资,"移动互联网,消费生活",数据分析,1,15
大数据分析师,15k-25k,1-3年,成都,成都聚思力信息技术有限公司,500-2000人,高新区,上市公司,"移动互联网,电商",数据分析,2,100
数据分析师,8k-16k,1-3年,成都,乐信圣文,150-500人,高新区,B轮,"游戏,医疗丨健康",数据分析,2,100
数据分析师,6k-10k,1-3年,成都,Huatek,150-500人,郫县,未融资,"电商,移动互联网",数据分析,0,0
数据分析师,6k-12k,1-3年,成都,有利网,2000人以上,武侯区,不需要融资,金融,分析师,1,5
数据分析师,12k-18k,5-10年,成都,极米科技,500-2000人,高新区,D轮及以上,"电商,硬件",数据分析,1,100
数据分析,12k-20k,不限,成都,XGATE讯格得,50-150人,武侯区,不需要融资,"移动互联网,企业服务",数据分析,0,0
数据分析师,8k-10k,1-3年,成都,易我科技,150-500人,武侯区,不需要融资,"移动互联网,游戏",数据分析,1,10
数据分析工程师,5k-9k,3-5年,成都,优彼致愿,150-500人,高新区,B轮,"移动互联网,教育",数据分析,1,45
数据分析师,8k-10k,1-3年,成都,DataCastle,15-50人,高新区,天使轮,移动互联网,数据分析,1,66
数据分析师,11k-18k,3-5年,成都,成都交投智慧停车科技有限公司,50-150人,金牛区,不需要融资,"移动互联网,人工智能",数据分析,0,0
数据分析师,10k-20k,不限,成都,西瓜创客,150-500人,武侯区,A轮,教育,数据分析,1,52
数据分析师-挖掘方向,8k-15k,1-3年,成都,映潮科技,50-150人,高新区,未融资,数据服务,数据分析,0,0
数据分析师,15k-30k,5-10年,成都,新网银行,150-500人,高新区,不需要融资,金融,数据分析,2,100
数据分析师,14k-20k,5-10年,成都,万益能源,50-150人,武侯区,不需要融资,"企业服务,数据服务",数据分析,0,0
游戏运营-数据分析方向,10k-20k,3-5年,成都,91Act,50-150人,高新区,不需要融资,游戏,数据运营,1,100
数据分析专员,8k-12k,3-5年,成都,有利网,2000人以上,武侯区,不需要融资,金融,数据分析,1,5
数据分析经理,7k-10k,5-10年,成都,中非网,150-500人,武侯区,A轮,"电商,企业服务",数据运营,1,100
数据分析助理,5k-10k,不限,成都,西瓜创客,150-500人,高新区,A轮,教育,数据分析,1,52
数据分析专家/Leader/总监,20k-40k,5-10年,成都,易我科技,150-500人,武侯区,不需要融资,"移动互联网,游戏",数据分析,1,10
高级计量模型及数据分析经理G00083,20k-35k,5-10年,成都,希望金科,150-500人,高新区,不需要融资,"移动互联网,金融",机器学习,2,13
初级数据分析师（技术方向）,5k-7k,1年以下,成都,映潮科技,50-150人,高新区,未融资,数据服务,数据分析,0,0
中高级数据分析师,10k-20k,3-5年,成都,联通大数据,150-500人,高新区,不需要融资,数据服务,数据分析,0,0
资深数据分析师,7k-12k,3-5年,成都,御顺投资,500-2000人,锦江区,不需要融资,"移动互联网,金融",数据分析,2,100
数据分析师（业务）,5k-8k,不限,成都,知道创宇,500-2000人,高新区,C轮,信息安全,数据分析,0,0
数据分析,6k-10k,3-5年,成都,京东物流,2000人以上,武侯区,上市公司,物流丨运输,数据分析,0,0
数据分析师,3k-5k,1年以下,成都,房助拍,50-150人,成华区,未融资,其他,数据分析,0,100
数据分析专员,3k-5k,不限,成都,蚂蚁物流,2000人以上,高新区,不需要融资,其他,数据分析,0,0
数据分析（英语）,6k-8k,1-3年,成都,VXI,500-2000人,高新区,不需要融资,移动互联网,数据分析,0,0
数据分析岗（2019年校招）,6k-8k,应届毕业生,成都,锦程消费金融公司,150-500人,武侯区,未融资,金融,分析师,2,8
数据分析工程师,15k-25k,不限,成都,西瓜创客,150-500人,高新区,A轮,教育,数据分析,1,52
数据分析工程师（成都）,12k-16k,5-10年,成都,高信达,500-2000人,高新区,上市公司,不限,数据分析,0,0
数据分析专员/数据分析实习生,3k-5k,不限,成都,蚂蚁物流,2000人以上,高新区,不需要融资,其他,数据分析,0,0
数据分析师,6k-10k,1-3年,成都,亿嘉联创,15-50人,高新区,不需要融资,"企业服务,移动互联网",数据分析,0,0
数据分析师-Data Analyst,10k-15k,1-3年,成都,申帝科技,15-50人,高新区,未融资,"数据服务,金融",数据分析,0,0
数据分析专员,4k-6k,不限,成都,环球车享,50-150人,青羊区,未融资,其他,商业数据分析,1,8
数据分析助理（实习）,2k-4k,不限,成都,棱镜七彩,15-50人,高新区,天使轮,信息安全,数据分析,1,7
生物信息工程师/基因数据分析师 （流程维护/数据质,15k-30k,3-5年,成都,23魔方,50-150人,高新区,B轮,"医疗丨健康,数据服务",数据分析,5,3
物流数据分析岗（成都）,5k-10k,1-3年,成都,京东物流,2000人以上,新都区,上市公司,物流丨运输,数据分析,1,87
医疗数据分析师,4k-8k,1-3年,成都,成都启迪,15-50人,武侯区,不需要融资,"移动互联网,医疗丨健康",数据分析,0,0
游戏运营策划(数据分析方向),8k-15k,不限,成都,tap4fun,500-2000人,高新区,不需要融资,游戏,游戏运营,1,100
游戏运营专员（数据分析方向）,6k-12k,1-3年,成都,GALASPORTS,150-500人,高新区,不需要融资,"游戏,移动互联网",数据运营,1,100
大数据分析（驻场）,15k-30k,5-10年,成都,海康交通大数据,50-150人,双流区,不需要融资,"移动互联网,数据服务",大数据,1,72
数据分析师,12k-18k,3-5年,杭州,启明星辰,500-2000人,滨江区,上市公司,信息安全,数据分析,3,100
数据分析师,8k-10k,1-3年,杭州,遥望网络,150-500人,余杭区,上市公司,"移动互联网,游戏",数据分析,1,27
数据分析师,10k-15k,3-5年,杭州,嘿豆商城,150-500人,下沙,未融资,"移动互联网,电商",数据分析,0,0
数据分析专家,10k-20k,3-5年,杭州,大希地,150-500人,拱墅区,B轮,电商,数据运营,1,37
数据分析专家,35k-50k,5-10年,杭州,蚂蚁金服集团,2000人以上,西湖区,B轮,"金融,移动互联网",数据分析,0,0
资深数据分析师,18k-32k,3-5年,杭州,有赞,2000人以上,西湖区,上市公司,电商,数据分析,2,100
高级数据分析工程师,18k-36k,3-5年,杭州,云栖城市大脑科技,50-150人,下城区,不需要融资,"移动互联网,人工智能",数据分析,1,100
数据分析经理,20k-40k,5-10年,杭州,鑫蜂维,500-2000人,余杭区,不需要融资,移动互联网,数据分析,1,45
数据分析,9k-18k,1-3年,杭州,霖梓控股,150-500人,滨江区,B轮,"移动互联网,金融",数据分析,1,84
数据分析,12k-17k,3-5年,杭州,信用管家,150-500人,西湖区,不需要融资,"移动互联网,金融",数据分析,1,100
数据分析师,10k-15k,3-5年,杭州,淘粉吧,150-500人,西湖区,上市公司,"移动互联网,电商",数据分析,2,44
数据分析师,9k-14k,1-3年,杭州,杭州抖抖智能科技有限公司,50-150人,滨江区,不需要融资,"移动互联网,金融",数据分析,1,28
数据分析师,15k-30k,1-3年,杭州,数美,150-500人,余杭区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师（商业化变现）,12k-24k,1-3年,杭州,小影APP,150-500人,西湖区,B轮,"移动互联网,文娱丨内容",数据分析,1,100
数据分析师,8k-15k,不限,杭州,功夫贷,150-500人,西湖区,A轮,"移动互联网,金融",数据分析,2,100
数据分析师,15k-25k,3-5年,杭州,霖梓控股,150-500人,滨江区,B轮,"移动互联网,金融",数据分析,1,88
数据分析师（短视频类产品）,12k-24k,1-3年,杭州,小影APP,150-500人,西湖区,B轮,"移动互联网,文娱丨内容",数据分析,1,100
数据分析（BI方向）,8k-10k,1-3年,杭州,盈富斯,150-500人,江干区,C轮,电商,商业数据分析,2,36
大数据分析师,15k-30k,3-5年,杭州,爱财集团,500-2000人,西湖区,C轮,金融,大数据,1,75
数据分析师,15k-25k,3-5年,杭州,光云科技,500-2000人,滨江区,不需要融资,"电商,数据服务",数据分析,1,97
数据分析师,8k-16k,不限,杭州,创邻科技,15-50人,西湖区,A轮,"企业服务,数据服务",数据分析,1,28
数据分析师（BI）,8k-15k,1-3年,杭州,Club Factory,150-500人,西湖区,C轮,"电商,移动互联网",数据分析,5,100
数据分析师,10k-15k,1-3年,杭州,婚礼纪,500-2000人,西湖区,D轮及以上,消费生活,数据分析,3,100
数据分析,10k-20k,3-5年,杭州,电视淘宝,50-150人,余杭区,不需要融资,电商,数据分析,1,2
数据分析,6k-8k,1-3年,杭州,华苏科技,2000人以上,西湖区,上市公司,"移动互联网,企业服务",数据分析,1,70
数据分析师,8k-12k,1-3年,杭州,森马电商,500-2000人,西湖区,上市公司,"移动互联网,电商",数据分析,3,78
数据分析师,15k-22k,3-5年,杭州,浙江执御信息技术有限公司,2000人以上,拱墅区,C轮,"移动互联网,数据服务",数据分析,1,100
数据分析师（咨询部）,10k-15k,不限,杭州,个推,500-2000人,西湖区,上市公司,移动互联网,实施工程师,1,19
数据分析师,15k-20k,3-5年,杭州,汇信科技,150-500人,拱墅区,未融资,"移动互联网,电商",数据分析,1,10
00680-数据分析,15k-30k,3-5年,杭州,云集,500-2000人,萧山区,上市公司,"电商,移动互联网",BI工程师,0,0
数据分析师,10k-15k,3-5年,杭州,霖梓控股,150-500人,滨江区,B轮,"移动互联网,金融",数据分析,1,90
数据分析,12k-20k,3-5年,杭州,红花朵朵,50-150人,西湖区,A轮,"移动互联网,教育",数据分析,1,15
数据分析师,12k-24k,1-3年,杭州,个推,500-2000人,西湖区,上市公司,移动互联网,数据分析,1,19
数据分析师,11k-22k,1-3年,杭州,51信用卡管家,500-2000人,西湖区,上市公司,金融,BI,0,82
数据分析师,8k-14k,1-3年,杭州,婚礼纪,500-2000人,西湖区,D轮及以上,消费生活,数据分析,3,100
数据分析师,12k-24k,3-5年,杭州,观远数据,50-150人,余杭区,A轮,"企业服务,数据服务",数据分析,1,7
数据分析师/数据挖掘,20k-40k,不限,杭州,同花顺,2000人以上,余杭区,上市公司,"金融,电商",数据分析,3,34
数据分析师（杭州）,18k-25k,3-5年,杭州,台州银行,2000人以上,江干区,不需要融资,金融,数据分析,0,0
数据分析师,4k-6k,不限,杭州,格上出行,500-2000人,萧山区,不需要融资,"移动互联网,企业服务",数据分析,1,100
数据分析工程师,20k-30k,3-5年,杭州,浮云网络,150-500人,下城区,上市公司,"游戏,移动互联网",数据分析,1,80
数据分析师,15k-25k,1-3年,杭州,泰隆银行,2000人以上,上城区,不需要融资,金融,数据分析,1,27
数据分析师-企业SaaS应用,20k-40k,3-5年,杭州,字节跳动,2000人以上,余杭区,C轮,文娱丨内容,其他数据分析,0,0
资深数据分析,20k-35k,3-5年,杭州,青团社,150-500人,余杭区,B轮,"移动互联网,企业服务",数据运营,1,100
数据分析师,8k-15k,1-3年,杭州,凡声科技,150-500人,拱墅区,B轮,"移动互联网,金融",数据分析,0,0
数据分析师,25k-40k,3-5年,杭州,威斯科技,50-150人,西湖区,未融资,移动互联网,数据分析,0,0
数据分析师-杭州-00400,10k-20k,3-5年,杭州,同盾科技,500-2000人,余杭区,C轮,"信息安全,数据服务",数据分析,2,12
数据分析师,8k-15k,1-3年,杭州,保险师 · 微易信息科技,150-500人,西湖区,B轮,"移动互联网,金融",BI工程师,1,76
数据分析师,15k-25k,3-5年,杭州,国铁吉讯科技有限公司,150-500人,滨江区,不需要融资,移动互联网,数据分析,0,0
数据分析专家,25k-35k,5-10年,杭州,Club Factory,150-500人,西湖区,C轮,"电商,移动互联网",数据分析,5,100
DataAnalyst数据分析,15k-20k,5-10年,杭州,美国道富,2000人以上,西湖区,上市公司,金融,分析师,0,15
资深数据分析,15k-25k,3-5年,杭州,亲宝宝,150-500人,西湖区,C轮,社交,数据分析,1,100
数据分析实习生（大三，急）,2k-4k,1年以下,杭州,仟金顶,150-500人,滨江区,B轮,电商,实习生,3,42
数据分析工程师,13k-20k,1-3年,杭州,安恒信息,500-2000人,滨江区,D轮及以上,"信息安全,数据服务",数据分析,1,100
数据分析师G00130,7k-14k,3-5年,杭州,云集,500-2000人,萧山区,上市公司,"电商,移动互联网",数据分析,0,0
高级数据分析师,15k-30k,3-5年,杭州,海拍客,500-2000人,西湖区,C轮,电商,数据分析,1,100
资深数据分析师,15k-30k,5-10年,杭州,霖梓控股,150-500人,滨江区,B轮,"移动互联网,金融",数据分析,1,90
数据分析专家,18k-25k,5-10年,杭州,丁香园,500-2000人,滨江区,D轮及以上,"医疗丨健康,企业服务",数据分析,1,10
数据分析经理,15k-25k,不限,杭州,字节跳动,2000人以上,滨江区,C轮,文娱丨内容,其他产品经理,0,0
资深数据分析师,19k-28k,3-5年,杭州,酷家乐,500-2000人,拱墅区,D轮及以上,房产家居,数据分析,2,100
资深数据分析师 (MJ000088),15k-25k,3-5年,杭州,政采云,150-500人,西湖区,不需要融资,电子商务,数据分析,1,65
数据分析总监,40k-50k,5-10年,杭州,多准大数据,50-150人,西湖区,A轮,"数据服务,广告营销",商业数据分析,2,51
数据分析专家,25k-40k,5-10年,杭州,接力棒,50-150人,拱墅区,未融资,"移动互联网,消费生活",数据分析专家,0,0
高级数据分析师,20k-30k,3-5年,杭州,微拍堂,150-500人,西湖区,A轮,移动互联网,数据分析,1,95
资深数据分析师,20k-35k,3-5年,杭州,中国婚博会,500-2000人,下城区,不需要融资,其他,数据分析,2,9
资深数据分析师,15k-25k,3-5年,杭州,古茗茶饮,150-500人,滨江区,未融资,消费生活,数据分析,0,0
